Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Payment_Mode,Status,Channel,Merchant_ID
TXN002125,CUST2125,7/18/2024,Purchase,984.27,UPI,Success,Online,M983
TXN002126,CUST2126,4/17/2023,Purchase,671.24,Debit Card,Success,Online,M517
TXN002127,CUST2127,11/27/2023,Purchase,638.32,Debit Card,Success,Online,M169
TXN002128,CUST2128,4/21/2023,Purchase,174.3,UPI,Success,In-store,M323
TXN002129,CUST2129,12/15/2023,Purchase,883.11,Credit Card,Success,In-store,M631
TXN002130,CUST2130,9/24/2024,Purchase,433.21,UPI,Success,Online,M235
TXN002131,CUST2131,9/14/2024,Purchase,170.61,UPI,Failed,Online,M519
TXN002132,CUST2132,2/22/2024,Purchase,22.48,Credit Card,Success,Online,M900
TXN002133,CUST2133,4/11/2025,Purchase,564.16,Cash,Success,Online,M661
TXN002134,CUST2134,1/13/2024,Purchase,532.13,Credit Card,Success,Online,M587
TXN002135,CUST2135,4/27/2024,Purchase,722.16,UPI,Failed,In-store,M134
TXN002136,CUST2136,9/17/2023,Purchase,891.36,UPI,Success,In-store,M739
TXN002137,CUST2137,12/29/2023,Purchase,88.61,Cash,Failed,Online,M885
TXN002138,CUST2138,8/6/2023,Purchase,734.18,Debit Card,Success,In-store,M982
TXN002139,CUST2139,4/11/2024,Purchase,195.54,Debit Card,Success,Online,M553
TXN002140,CUST2140,5/5/2024,Purchase,859.6,UPI,Success,Online,M551
TXN002141,CUST2141,8/16/2024,Purchase,820.87,Cash,Success,Online,M567
TXN002142,CUST2142,8/25/2024,Purchase,545.39,Cash,Success,Online,M549
TXN002143,CUST2143,8/12/2023,Purchase,713.14,Cash,Success,Online,M710
TXN002144,CUST2144,3/3/2024,Purchase,321.21,Cash,Success,Online,M483
TXN002145,CUST2145,6/5/2024,Purchase,476.46,Cash,Success,In-store,M579
TXN002146,CUST2146,10/16/2023,Purchase,823.42,UPI,Success,Online,M141
TXN002147,CUST2147,8/8/2024,Purchase,464.67,Debit Card,Failed,Online,M875
TXN002148,CUST2148,11/26/2023,Purchase,364.22,Cash,Success,Online,M769
TXN002149,CUST2149,5/12/2023,Purchase,499.27,Credit Card,Success,Online,M310
TXN002150,CUST2150,3/26/2024,Purchase,829.97,Cash,Success,In-store,M683
TXN002151,CUST2151,11/9/2023,Purchase,341.86,Debit Card,Success,Online,M678
TXN002152,CUST2152,6/20/2024,Purchase,182.02,Debit Card,Success,In-store,M945
TXN002153,CUST2153,8/15/2023,Purchase,714.89,UPI,Success,Online,M516
TXN002154,CUST2154,9/20/2024,Purchase,827.72,Credit Card,Success,Online,M247
TXN002155,CUST2155,2/23/2025,Purchase,109.63,Cash,Success,Online,M485
TXN002156,CUST2156,4/2/2024,Purchase,247.48,Cash,Success,In-store,M328
TXN002157,CUST2157,11/13/2023,Refund,150.55,Credit Card,Success,In-store,M608
TXN002158,CUST2158,3/25/2025,Purchase,354.46,Debit Card,Success,In-store,M579
TXN002159,CUST2159,11/22/2023,Purchase,455.85,UPI,Success,Online,M703
TXN002160,CUST2160,12/31/2023,Purchase,751.34,Credit Card,Success,Online,M288
TXN002161,CUST2161,10/4/2023,Purchase,654.64,Cash,Success,In-store,M863
TXN002162,CUST2162,5/15/2024,Purchase,624.72,Credit Card,Success,Online,M927
TXN002163,CUST2163,1/10/2025,Purchase,358.85,Cash,Success,In-store,M877
TXN002164,CUST2164,7/11/2023,Purchase,843.03,Cash,Success,In-store,M554
TXN002165,CUST2165,11/8/2024,Purchase,476.57,UPI,Success,Online,M171
TXN002166,CUST2166,6/20/2023,Purchase,979.31,Cash,Success,Online,M786
TXN002167,CUST2167,7/15/2024,Refund,637.8,Cash,Success,Online,M904
TXN002168,CUST2168,10/11/2024,Purchase,135,Debit Card,Success,In-store,M187
TXN002169,CUST2169,2/1/2025,Refund,679.42,Cash,Success,Online,M156
TXN002170,CUST2170,11/21/2024,Purchase,331.85,UPI,Failed,In-store,M548
TXN002171,CUST2171,7/10/2024,Purchase,689.46,UPI,Success,Online,M877
TXN002172,CUST2172,7/13/2023,Purchase,78.94,Credit Card,Success,Online,M344
TXN002173,CUST2173,1/12/2024,Refund,183.13,Debit Card,Success,Online,M466
TXN002174,CUST2174,2/7/2025,Purchase,857.18,Cash,Success,In-store,M226
TXN002175,CUST2175,11/24/2023,Purchase,234.91,Cash,Success,In-store,M233
TXN002176,CUST2176,10/26/2023,Purchase,838.67,Debit Card,Success,Online,M667
TXN002177,CUST2177,3/24/2024,Purchase,286.48,Cash,Success,In-store,M711
TXN002178,CUST2178,9/5/2023,Purchase,646.45,UPI,Success,Online,M529
TXN002179,CUST2179,10/21/2023,Refund,697.21,UPI,Success,In-store,M276
TXN002180,CUST2180,3/5/2025,Purchase,517.53,Credit Card,Success,In-store,M291
TXN002181,CUST2181,3/17/2025,Refund,312.26,Cash,Success,In-store,M776
TXN002182,CUST2182,3/13/2024,Purchase,220.52,Cash,Success,Online,M912
TXN002183,CUST2183,12/28/2024,Purchase,42.86,Debit Card,Success,In-store,M133
TXN002184,CUST2184,10/1/2024,Purchase,310.91,Credit Card,Success,In-store,M516
TXN002185,CUST2185,9/6/2024,Purchase,656.63,Cash,Success,Online,M652
TXN002186,CUST2186,2/4/2025,Purchase,938.92,Cash,Success,In-store,M768
TXN002187,CUST2187,3/24/2024,Purchase,872.49,Debit Card,Success,Online,M271
TXN002188,CUST2188,10/25/2024,Purchase,768.4,Credit Card,Success,Online,M394
TXN002189,CUST2189,7/3/2024,Purchase,790.56,UPI,Success,In-store,M306
TXN002190,CUST2190,5/6/2024,Purchase,668.34,Cash,Success,Online,M267
TXN002191,CUST2191,6/7/2024,Purchase,267.68,Cash,Success,Online,M337
TXN002192,CUST2192,6/1/2023,Purchase,908.12,Cash,Success,Online,M297
TXN002193,CUST2193,11/17/2024,Purchase,674.02,Cash,Success,In-store,M800
TXN002194,CUST2194,7/2/2023,Purchase,564.84,Credit Card,Success,Online,M894
TXN002195,CUST2195,8/20/2023,Purchase,119.88,Cash,Success,Online,M347
TXN002196,CUST2196,12/6/2023,Purchase,452.58,UPI,Success,Online,M153
TXN002197,CUST2197,9/14/2023,Purchase,465.75,Credit Card,Success,Online,M906
TXN002198,CUST2198,5/5/2024,Purchase,865.92,Credit Card,Success,Online,M246
TXN002199,CUST2199,7/13/2023,Purchase,551.18,Cash,Success,Online,M320
TXN002200,CUST2200,9/4/2024,Purchase,386.6,Debit Card,Failed,In-store,M731
TXN002201,CUST2201,2/17/2024,Refund,977.03,Credit Card,Success,Online,M703
TXN002202,CUST2202,11/9/2024,Purchase,119.61,Credit Card,Success,In-store,M335
TXN002203,CUST2203,4/12/2024,Purchase,428.32,UPI,Success,Online,M358
TXN002204,CUST2204,1/22/2025,Purchase,51.6,Cash,Success,Online,M386
TXN002205,CUST2205,12/19/2023,Purchase,742.51,UPI,Success,Online,M488
TXN002206,CUST2206,4/21/2023,Purchase,918.9,Debit Card,Success,Online,M123
TXN002207,CUST2207,3/1/2025,Purchase,287.24,Debit Card,Success,Online,M906
TXN002208,CUST2208,3/25/2025,Purchase,859.76,Cash,Success,Online,M510
TXN002209,CUST2209,6/10/2024,Refund,299.3,Credit Card,Success,Online,M933
TXN002210,CUST2210,4/2/2024,Purchase,911.66,Debit Card,Success,Online,M825
TXN002211,CUST2211,6/18/2024,Purchase,756.42,Credit Card,Success,Online,M128
TXN002212,CUST2212,11/2/2024,Purchase,806.86,Debit Card,Success,In-store,M954
TXN002213,CUST2213,10/22/2024,Purchase,27.83,Cash,Success,Online,M968
TXN002214,CUST2214,7/20/2023,Purchase,963.18,UPI,Success,Online,M486
TXN002215,CUST2215,4/7/2025,Purchase,729.4,Debit Card,Failed,Online,M679
TXN002216,CUST2216,6/12/2023,Purchase,311.7,Credit Card,Success,Online,M364
TXN002217,CUST2217,10/18/2024,Purchase,831.1,Debit Card,Success,In-store,M824
TXN002218,CUST2218,6/4/2023,Refund,288.71,Credit Card,Success,Online,M332
TXN002219,CUST2219,9/24/2024,Purchase,874.03,UPI,Success,In-store,M796
TXN002220,CUST2220,9/6/2023,Purchase,121.45,Cash,Success,In-store,M102
TXN002221,CUST2221,3/7/2025,Purchase,706.65,Debit Card,Success,Online,M508
TXN002222,CUST2222,6/9/2023,Purchase,545.29,UPI,Success,Online,M726
TXN002223,CUST2223,7/29/2023,Purchase,105.57,Cash,Success,Online,M452
TXN002224,CUST2224,10/16/2023,Purchase,249.47,Credit Card,Success,Online,M770
TXN002225,CUST2225,2/7/2024,Purchase,22.28,Cash,Success,Online,M233
TXN002226,CUST2226,4/23/2023,Purchase,474.08,UPI,Success,Online,M295
TXN002227,CUST2227,2/18/2024,Purchase,308.25,Credit Card,Success,In-store,M449
TXN002228,CUST2228,11/22/2023,Purchase,602.37,Debit Card,Success,Online,M548
TXN002229,CUST2229,9/20/2023,Purchase,304.27,Credit Card,Success,In-store,M650
TXN002230,CUST2230,3/7/2024,Purchase,306.92,UPI,Success,Online,M501
TXN002231,CUST2231,9/18/2023,Purchase,745.76,Cash,Success,Online,M430
TXN002232,CUST2232,6/30/2023,Purchase,57.66,Credit Card,Success,Online,M897
TXN002233,CUST2233,8/10/2023,Purchase,903.87,Debit Card,Success,Online,M243
TXN002234,CUST2234,10/24/2023,Purchase,853.74,Credit Card,Success,Online,M713
TXN002235,CUST2235,6/11/2023,Purchase,671.13,UPI,Success,Online,M412
TXN002236,CUST2236,2/25/2025,Purchase,597.29,Cash,Success,Online,M192
TXN002237,CUST2237,8/11/2024,Purchase,893.38,UPI,Success,Online,M239
TXN002238,CUST2238,9/24/2023,Purchase,193.48,UPI,Success,In-store,M617
TXN002239,CUST2239,9/4/2024,Purchase,88.18,Credit Card,Success,In-store,M451
TXN002240,CUST2240,6/9/2024,Purchase,247.12,Cash,Success,Online,M348
TXN002241,CUST2241,2/21/2024,Refund,796.63,Credit Card,Success,Online,M593
TXN002242,CUST2242,9/27/2023,Purchase,44.32,Credit Card,Failed,Online,M832
TXN002243,CUST2243,1/8/2025,Purchase,586.98,Debit Card,Success,In-store,M954
TXN002244,CUST2244,3/2/2025,Purchase,995.48,UPI,Success,In-store,M149
TXN002245,CUST2245,5/14/2023,Purchase,857.14,UPI,Success,In-store,M133
TXN002246,CUST2246,5/7/2023,Refund,526.23,Cash,Success,Online,M904
TXN002247,CUST2247,8/18/2024,Purchase,73,Cash,Success,In-store,M491
TXN002248,CUST2248,2/24/2025,Purchase,833.06,UPI,Success,In-store,M982
TXN002249,CUST2249,6/30/2023,Purchase,602.99,Cash,Success,Online,M371
TXN002250,CUST2250,3/30/2025,Purchase,123.78,UPI,Success,Online,M359
TXN002251,CUST2251,2/7/2025,Purchase,102.92,Credit Card,Success,In-store,M643
TXN002252,CUST2252,9/17/2023,Purchase,910.53,Credit Card,Success,Online,M947
TXN002253,CUST2253,7/28/2024,Purchase,672.51,UPI,Success,In-store,M669
TXN002254,CUST2254,6/30/2023,Purchase,830.99,Credit Card,Success,In-store,M444
TXN002255,CUST2255,6/10/2023,Purchase,880.19,Credit Card,Success,In-store,M394
TXN002256,CUST2256,1/1/2024,Refund,576.05,Cash,Success,In-store,M644
TXN002257,CUST2257,12/22/2024,Purchase,522.27,UPI,Success,Online,M590
TXN002258,CUST2258,5/19/2023,Purchase,436.12,UPI,Success,Online,M898
TXN002259,CUST2259,8/10/2023,Purchase,323.78,UPI,Success,Online,M448
TXN002260,CUST2260,5/11/2023,Purchase,440.25,Debit Card,Success,Online,M351
TXN002261,CUST2261,4/29/2023,Purchase,776.14,Debit Card,Success,In-store,M209
TXN002262,CUST2262,3/1/2024,Purchase,605.9,Debit Card,Success,Online,M219
TXN002263,CUST2263,6/23/2023,Purchase,893.6,Credit Card,Success,Online,M692
TXN002264,CUST2264,8/7/2024,Purchase,448.95,Cash,Success,Online,M746
TXN002265,CUST2265,5/3/2023,Purchase,611.02,UPI,Success,Online,M871
TXN002266,CUST2266,12/11/2024,Purchase,634.99,Debit Card,Success,Online,M883
TXN002267,CUST2267,3/15/2024,Purchase,595.78,Cash,Success,Online,M918
TXN002268,CUST2268,3/23/2024,Purchase,705.61,UPI,Success,Online,M632
TXN002269,CUST2269,7/5/2024,Purchase,245.06,UPI,Success,Online,M902
TXN002270,CUST2270,12/9/2024,Purchase,517.24,UPI,Success,In-store,M110
TXN002271,CUST2271,5/7/2024,Purchase,113.18,UPI,Success,Online,M362
TXN002272,CUST2272,2/24/2025,Purchase,390.67,Cash,Success,Online,M270
TXN002273,CUST2273,9/21/2023,Purchase,492.79,Debit Card,Success,Online,M470
TXN002274,CUST2274,5/30/2024,Purchase,655.7,Debit Card,Success,In-store,M458
TXN002275,CUST2275,12/19/2024,Purchase,951.03,Credit Card,Success,Online,M418
TXN002276,CUST2276,4/15/2024,Purchase,604.64,Cash,Success,Online,M246
TXN002277,CUST2277,4/27/2024,Purchase,746.16,Debit Card,Success,Online,M642
TXN002278,CUST2278,1/12/2025,Purchase,511.2,Debit Card,Success,In-store,M921
TXN002279,CUST2279,7/22/2024,Purchase,637.76,Credit Card,Success,Online,M106
TXN002280,CUST2280,10/10/2024,Refund,80.22,UPI,Success,Online,M431
TXN002281,CUST2281,2/28/2024,Purchase,261.85,Credit Card,Success,Online,M353
TXN002282,CUST2282,3/12/2024,Purchase,368.23,Debit Card,Success,Online,M554
TXN002283,CUST2283,12/3/2024,Purchase,477.77,Debit Card,Success,Online,M520
TXN002284,CUST2284,6/30/2023,Purchase,55.19,UPI,Success,In-store,M878
TXN002285,CUST2285,4/6/2024,Purchase,148.62,UPI,Success,Online,M409
TXN002286,CUST2286,5/25/2023,Refund,284.05,UPI,Success,Online,M235
TXN002287,CUST2287,6/7/2024,Purchase,971.82,UPI,Success,Online,M473
TXN002288,CUST2288,10/14/2023,Refund,338.03,Cash,Success,Online,M441
TXN002289,CUST2289,4/5/2024,Purchase,487.22,UPI,Success,Online,M919
TXN002290,CUST2290,3/28/2024,Refund,204.14,Credit Card,Success,Online,M130
TXN002291,CUST2291,9/10/2023,Purchase,614.67,Cash,Success,Online,M591
TXN002292,CUST2292,5/22/2024,Refund,287.88,Cash,Success,Online,M670
TXN002293,CUST2293,2/9/2024,Purchase,214.92,Debit Card,Success,Online,M980
TXN002294,CUST2294,4/24/2023,Purchase,521.41,Cash,Success,In-store,M534
TXN002295,CUST2295,2/3/2025,Purchase,15.45,Cash,Success,Online,M663
TXN002296,CUST2296,9/22/2023,Purchase,17.59,Cash,Success,Online,M642
TXN002297,CUST2297,6/21/2024,Purchase,226.88,Debit Card,Success,In-store,M752
TXN002298,CUST2298,2/14/2024,Purchase,46.35,Cash,Success,Online,M557
TXN002299,CUST2299,8/19/2023,Purchase,116.95,Credit Card,Success,In-store,M657
TXN002300,CUST2300,2/14/2025,Purchase,345.47,Debit Card,Success,Online,M506
TXN002301,CUST2301,3/24/2024,Purchase,804.56,Debit Card,Success,Online,M128
TXN002302,CUST2302,10/11/2023,Purchase,576.33,Credit Card,Success,Online,M795
TXN002303,CUST2303,9/23/2024,Purchase,517.54,UPI,Success,Online,M284
TXN002304,CUST2304,7/27/2023,Purchase,300.55,Debit Card,Success,Online,M143
TXN002305,CUST2305,8/27/2023,Purchase,932.44,Debit Card,Success,Online,M334
TXN002306,CUST2306,7/9/2023,Purchase,403.04,Credit Card,Success,Online,M839
TXN002307,CUST2307,6/16/2023,Purchase,96.22,Credit Card,Success,Online,M704
TXN002308,CUST2308,11/22/2024,Purchase,620.9,Credit Card,Success,Online,M233
TXN002309,CUST2309,10/8/2023,Refund,122.7,Cash,Success,In-store,M272
TXN002310,CUST2310,11/24/2024,Purchase,351.77,Cash,Success,Online,M225
TXN002311,CUST2311,9/4/2024,Purchase,512.34,Debit Card,Success,In-store,M355
TXN002312,CUST2312,8/9/2024,Purchase,875.48,UPI,Success,Online,M176
TXN002313,CUST2313,7/31/2023,Purchase,498.61,UPI,Success,Online,M592
TXN002314,CUST2314,11/12/2023,Purchase,705.24,UPI,Success,Online,M135
TXN002315,CUST2315,6/27/2024,Purchase,992.89,Cash,Success,Online,M195
TXN002316,CUST2316,2/13/2024,Purchase,140.17,Cash,Success,Online,M736
TXN002317,CUST2317,4/24/2023,Purchase,281.98,Credit Card,Success,Online,M834
TXN002318,CUST2318,8/24/2023,Purchase,400.63,UPI,Success,Online,M433
TXN002319,CUST2319,5/13/2024,Purchase,427.61,Debit Card,Success,Online,M673
TXN002320,CUST2320,12/24/2023,Purchase,416.91,Cash,Success,Online,M510
TXN002321,CUST2321,6/25/2023,Purchase,908.53,UPI,Success,Online,M524
TXN002322,CUST2322,10/23/2023,Purchase,716.89,Cash,Success,Online,M313
TXN002323,CUST2323,11/29/2023,Purchase,611.83,Cash,Success,Online,M706
TXN002324,CUST2324,3/30/2024,Purchase,316.28,Cash,Success,Online,M894
TXN002325,CUST2325,4/12/2024,Purchase,825.55,Cash,Success,In-store,M690
TXN002326,CUST2326,8/12/2024,Purchase,955.51,Credit Card,Success,In-store,M777
TXN002327,CUST2327,5/1/2023,Purchase,822.99,Debit Card,Success,Online,M234
TXN002328,CUST2328,6/20/2024,Purchase,11.55,Credit Card,Success,Online,M652
TXN002329,CUST2329,2/23/2025,Refund,640.04,UPI,Success,In-store,M930
TXN002330,CUST2330,9/9/2024,Purchase,60.62,Credit Card,Success,Online,M583
TXN002331,CUST2331,5/18/2023,Purchase,265.03,UPI,Success,In-store,M679
TXN002332,CUST2332,9/6/2024,Purchase,68.93,UPI,Success,Online,M637
TXN002333,CUST2333,11/18/2023,Purchase,607.76,Cash,Success,In-store,M895
TXN002334,CUST2334,3/24/2024,Purchase,689.72,Cash,Success,Online,M595
TXN002335,CUST2335,7/31/2023,Purchase,123.34,Credit Card,Success,Online,M263
TXN002336,CUST2336,11/3/2023,Purchase,390,Debit Card,Success,Online,M631
TXN002337,CUST2337,2/29/2024,Purchase,461.67,Cash,Failed,Online,M608
TXN002338,CUST2338,6/1/2024,Purchase,375.36,UPI,Success,In-store,M307
TXN002339,CUST2339,5/11/2024,Purchase,129.81,Credit Card,Success,Online,M946
TXN002340,CUST2340,7/8/2024,Purchase,424.76,UPI,Success,Online,M916
TXN002341,CUST2341,2/27/2025,Purchase,753.67,UPI,Success,Online,M816
TXN002342,CUST2342,6/27/2023,Refund,80.3,Cash,Success,In-store,M178
TXN002343,CUST2343,3/11/2025,Purchase,89.38,Credit Card,Success,In-store,M357
TXN002344,CUST2344,1/19/2024,Purchase,361.22,Credit Card,Success,Online,M920
TXN002345,CUST2345,6/30/2023,Purchase,942.31,Credit Card,Success,Online,M261
TXN002346,CUST2346,6/7/2024,Purchase,671.89,Cash,Success,In-store,M924
TXN002347,CUST2347,3/16/2025,Purchase,681.88,Credit Card,Success,Online,M417
TXN002348,CUST2348,4/11/2024,Purchase,368.3,UPI,Success,In-store,M681
TXN002349,CUST2349,8/27/2023,Purchase,597.72,Credit Card,Success,Online,M470
TXN002350,CUST2350,4/22/2024,Purchase,20.03,Cash,Success,In-store,M916
TXN002351,CUST2351,11/4/2023,Purchase,639.74,UPI,Success,Online,M518
TXN002352,CUST2352,12/23/2024,Purchase,914.15,Credit Card,Success,Online,M277
TXN002353,CUST2353,10/19/2023,Purchase,616.45,Credit Card,Success,Online,M690
TXN002354,CUST2354,12/22/2023,Purchase,874.96,UPI,Success,Online,M937
TXN002355,CUST2355,10/13/2024,Purchase,726.73,UPI,Success,Online,M215
TXN002356,CUST2356,8/29/2024,Purchase,129.35,UPI,Success,In-store,M585
TXN002357,CUST2357,8/30/2023,Purchase,903.43,UPI,Success,Online,M782
TXN002358,CUST2358,1/7/2024,Purchase,75.78,UPI,Success,Online,M691
TXN002359,CUST2359,7/28/2023,Purchase,538.63,Debit Card,Success,In-store,M501
TXN002360,CUST2360,12/7/2024,Purchase,150.72,UPI,Success,Online,M417
TXN002361,CUST2361,12/6/2024,Purchase,21.59,Credit Card,Success,In-store,M407
TXN002362,CUST2362,4/17/2023,Refund,427.81,Credit Card,Success,Online,M217
TXN002363,CUST2363,12/22/2024,Purchase,302.09,Credit Card,Success,In-store,M537
TXN002364,CUST2364,10/17/2023,Purchase,491.14,Cash,Success,Online,M108
TXN002365,CUST2365,11/1/2024,Purchase,581.43,UPI,Success,Online,M340
TXN002366,CUST2366,7/30/2023,Purchase,53.3,Debit Card,Failed,Online,M299
TXN002367,CUST2367,11/24/2024,Purchase,131.77,Cash,Success,Online,M878
TXN002368,CUST2368,12/18/2023,Purchase,563.06,UPI,Success,In-store,M287
TXN002369,CUST2369,10/14/2024,Purchase,349.74,Cash,Failed,Online,M654
TXN002370,CUST2370,1/17/2025,Purchase,731.88,Credit Card,Failed,In-store,M670
TXN002371,CUST2371,11/17/2023,Purchase,655.77,UPI,Success,Online,M618
TXN002372,CUST2372,12/24/2024,Purchase,847.15,Cash,Success,Online,M106
TXN002373,CUST2373,12/13/2024,Purchase,695.57,Debit Card,Success,Online,M582
TXN002374,CUST2374,7/11/2023,Purchase,435.63,Cash,Success,Online,M104
TXN002375,CUST2375,11/25/2024,Purchase,676.24,Debit Card,Success,Online,M119
TXN002376,CUST2376,1/14/2024,Purchase,282.63,Debit Card,Success,Online,M431
TXN002377,CUST2377,4/6/2025,Purchase,313.25,Debit Card,Success,Online,M180
TXN002378,CUST2378,5/18/2024,Purchase,791.1,UPI,Success,Online,M818
TXN002379,CUST2379,11/10/2024,Purchase,451.96,UPI,Success,Online,M142
TXN002380,CUST2380,1/31/2025,Purchase,800.4,Debit Card,Success,Online,M283
TXN002381,CUST2381,4/18/2024,Purchase,824.2,Cash,Success,In-store,M639
TXN002382,CUST2382,2/15/2025,Purchase,858.99,Cash,Success,Online,M599
TXN002383,CUST2383,3/7/2025,Refund,917.47,Debit Card,Success,Online,M419
TXN002384,CUST2384,8/30/2023,Purchase,436.68,Cash,Success,Online,M446
TXN002385,CUST2385,8/12/2023,Purchase,325.68,Debit Card,Success,Online,M801
TXN002386,CUST2386,10/23/2024,Purchase,586.38,Cash,Failed,Online,M181
TXN002387,CUST2387,10/7/2024,Purchase,377.46,Credit Card,Failed,Online,M253
TXN002388,CUST2388,10/20/2023,Purchase,605.06,Cash,Success,Online,M121
TXN002389,CUST2389,12/8/2024,Purchase,708.53,Credit Card,Failed,Online,M250
TXN002390,CUST2390,6/21/2024,Purchase,691.52,UPI,Success,In-store,M797
TXN002391,CUST2391,7/8/2024,Purchase,380.81,Debit Card,Success,In-store,M263
TXN002392,CUST2392,4/24/2024,Purchase,175.19,Credit Card,Success,Online,M848
TXN002393,CUST2393,11/30/2024,Purchase,436.22,Debit Card,Success,In-store,M820
TXN002394,CUST2394,9/14/2023,Purchase,151.17,UPI,Success,Online,M771
TXN002395,CUST2395,10/14/2024,Purchase,891.2,Debit Card,Success,In-store,M870
TXN002396,CUST2396,8/26/2024,Purchase,352.42,Cash,Success,Online,M103
TXN002397,CUST2397,5/2/2024,Purchase,162.92,UPI,Success,Online,M184
TXN002398,CUST2398,6/24/2024,Purchase,35.19,Debit Card,Success,Online,M840
TXN002399,CUST2399,1/15/2025,Purchase,649.36,Cash,Success,Online,M600
TXN002400,CUST2400,11/13/2024,Purchase,640.53,Debit Card,Success,Online,M469
TXN002401,CUST2401,8/5/2024,Purchase,347.2,Cash,Success,Online,M404
TXN002402,CUST2402,3/26/2024,Refund,80.99,Credit Card,Success,In-store,M475
TXN002403,CUST2403,7/16/2024,Purchase,415.53,Credit Card,Success,Online,M378
TXN002404,CUST2404,11/29/2023,Purchase,318.11,UPI,Success,Online,M168
TXN002405,CUST2405,7/21/2024,Purchase,680.35,UPI,Success,Online,M507
TXN002406,CUST2406,3/4/2025,Purchase,609.72,UPI,Success,Online,M382
TXN002407,CUST2407,7/12/2023,Refund,370.95,Cash,Success,Online,M642
TXN002408,CUST2408,7/14/2024,Purchase,225.71,Debit Card,Success,Online,M610
TXN002409,CUST2409,5/1/2024,Purchase,988.16,Credit Card,Success,Online,M734
TXN002410,CUST2410,5/5/2024,Purchase,459.46,UPI,Success,In-store,M240
TXN002411,CUST2411,2/2/2024,Refund,691.39,Debit Card,Success,In-store,M774
TXN002412,CUST2412,7/5/2023,Purchase,149.15,Credit Card,Success,Online,M985
TXN002413,CUST2413,12/17/2024,Purchase,490.73,Credit Card,Success,Online,M812
TXN002414,CUST2414,11/15/2023,Purchase,37.26,UPI,Success,Online,M169
TXN002415,CUST2415,8/31/2024,Purchase,510.4,Credit Card,Success,Online,M156
TXN002416,CUST2416,7/15/2024,Purchase,964.38,UPI,Success,Online,M989
TXN002417,CUST2417,4/18/2023,Purchase,390.36,UPI,Success,Online,M375
TXN002418,CUST2418,4/23/2024,Purchase,48.61,Credit Card,Success,In-store,M515
TXN002419,CUST2419,6/11/2024,Purchase,40.65,Cash,Success,Online,M525
TXN002420,CUST2420,12/21/2023,Purchase,394.11,Debit Card,Success,Online,M234
TXN002421,CUST2421,4/9/2024,Purchase,168.42,Credit Card,Success,Online,M995
TXN002422,CUST2422,4/7/2025,Purchase,33.12,Cash,Success,Online,M577
TXN002423,CUST2423,5/16/2024,Purchase,758.65,Credit Card,Success,Online,M427
TXN002424,CUST2424,1/4/2024,Purchase,463.94,UPI,Success,Online,M765
TXN002425,CUST2425,9/6/2024,Refund,296.35,UPI,Success,Online,M857
TXN002426,CUST2426,5/5/2024,Purchase,901.08,Credit Card,Success,Online,M118
TXN002427,CUST2427,4/13/2024,Purchase,124.98,Credit Card,Success,In-store,M898
TXN002428,CUST2428,12/6/2024,Purchase,956.36,Debit Card,Success,Online,M200
TXN002429,CUST2429,9/15/2023,Purchase,320.83,Cash,Success,Online,M464
TXN002430,CUST2430,2/18/2025,Refund,889.52,UPI,Success,Online,M275
TXN002431,CUST2431,4/24/2024,Purchase,606.91,Debit Card,Success,In-store,M515
TXN002432,CUST2432,11/18/2024,Purchase,828.44,UPI,Failed,Online,M797
TXN002433,CUST2433,11/9/2024,Purchase,984.17,UPI,Success,Online,M796
TXN002434,CUST2434,10/5/2024,Purchase,295.52,Debit Card,Success,In-store,M684
TXN002435,CUST2435,7/28/2024,Purchase,961.52,Credit Card,Success,Online,M558
TXN002436,CUST2436,9/3/2024,Purchase,395.59,Cash,Success,In-store,M358
TXN002437,CUST2437,2/21/2024,Purchase,391.66,Debit Card,Success,Online,M382
TXN002438,CUST2438,11/15/2024,Purchase,346.98,Credit Card,Success,Online,M274
TXN002439,CUST2439,1/3/2025,Purchase,545.99,Debit Card,Success,In-store,M945
TXN002440,CUST2440,11/18/2024,Purchase,162.6,Credit Card,Success,In-store,M152
TXN002441,CUST2441,12/1/2024,Purchase,558.17,Credit Card,Success,Online,M335
TXN002442,CUST2442,4/29/2024,Purchase,546.29,Credit Card,Success,Online,M988
TXN002443,CUST2443,7/7/2024,Purchase,764.28,Cash,Success,Online,M838
TXN002444,CUST2444,2/18/2025,Purchase,835.31,Debit Card,Success,Online,M507
TXN002445,CUST2445,12/30/2024,Purchase,446.04,UPI,Success,Online,M156
TXN002446,CUST2446,5/29/2023,Purchase,309.31,Credit Card,Success,In-store,M592
TXN002447,CUST2447,4/23/2023,Purchase,266.74,Credit Card,Success,Online,M647
TXN002448,CUST2448,8/29/2024,Purchase,202.68,Cash,Success,Online,M885
TXN002449,CUST2449,3/21/2025,Purchase,67.07,Cash,Success,In-store,M449
TXN002450,CUST2450,2/11/2024,Refund,349.02,Credit Card,Success,Online,M399
TXN002451,CUST2451,7/24/2024,Purchase,277.55,UPI,Success,Online,M852
TXN002452,CUST2452,12/10/2023,Purchase,966.75,Credit Card,Success,In-store,M655
TXN002453,CUST2453,11/3/2024,Purchase,562.13,Cash,Success,In-store,M924
TXN002454,CUST2454,7/19/2023,Purchase,353.8,Debit Card,Success,In-store,M293
